response,previous_response,contrast,previous_contrast,orientation,ID,predictor,Gl_Prob_State_ext,Gl_Prob_State_int,correct,prev_resp_congruent,contrast_congruent,State
1,1,1,1,1.0,1,2,0.9795995087143266,0.020400491285678394,1,0,1,1
1,1,1,1,-2.0,1,2,0.976487785463391,0.023512214536643244,1,0,1,1
1,1,1,1,2.0,1,2,0.976963084973946,0.023036915026031404,1,0,1,1
0,1,-1,1,,1,2,0.9810373249348149,0.018962675065186355,1,0,1,1
0,-1,-1,0,,1,-1,0.9808951200437448,0.019104879956275852,1,1,1,1
1,-1,2,0,-10.0,1,-1,0.9842268630191086,0.01577313698092767,1,0,1,1
0,1,-1,2,,1,3,0.9864071765596634,0.01359282344033574,1,0,1,1
1,-1,1,0,-1.0,1,-1,0.985449842271738,0.01455015772829374,1,0,1,1
0,1,-1,1,,1,2,0.980902124213337,0.019097875786679975,1,0,1,1
0,-1,-1,0,,1,-1,0.9706133468634347,0.029386653136523732,1,1,1,1
0,-1,-1,0,,1,-1,0.9644237467557949,0.03557625324424398,1,1,1,1
1,-1,2,0,10.0,1,-1,0.9621781254828917,0.03782187451709219,1,0,1,1
1,1,1,2,1.0,1,3,0.9569799752030624,0.04302002479696833,1,0,1,1
1,1,1,1,0.0,1,2,0.9558147736091074,0.04418522639085857,1,0,1,1
1,1,1,1,3.0,1,2,0.9586533043660025,0.04134669563397477,1,0,1,1
1,1,1,1,-3.0,1,2,0.9655667409654586,0.03443325903452892,1,0,1,1
0,1,-1,1,,1,2,0.9767284313347515,0.023271568665297677,1,0,1,1
1,-1,1,0,-2.0,1,-1,0.9814247604941001,0.018575239505934194,1,0,1,1
1,1,2,1,10.0,1,2,0.9818766841035644,0.018123315896468997,1,0,1,1
0,1,-1,2,,1,3,0.9847138063753802,0.01528619362464594,1,0,1,1
0,-1,-1,0,,1,-1,0.9840611126033754,0.015938887396603686,1,1,1,1
1,-1,1,0,-3.0,1,-1,0.9867740843106653,0.013225915689292095,1,0,1,1
0,1,-1,1,,1,2,0.986382923025276,0.013617076974713179,1,0,1,1
0,-1,-1,0,,1,-1,0.9827026434444944,0.017297356555501527,1,1,1,1
0,-1,-1,0,,1,-1,0.9824534550658316,0.0175465449341854,1,1,1,1
1,-1,1,0,2.0,1,-1,0.9856291097247399,0.01437089027524031,1,0,1,1
1,1,1,1,0.0,1,2,0.9854457291031214,0.014554270896853619,1,0,1,1
0,1,1,1,-1.0,1,2,0.9885920723107354,0.011407927689270934,0,0,0,1
1,-1,2,1,10.0,1,0,0.9862876932566343,0.013712306743414731,1,0,1,1
1,1,1,2,-3.0,1,3,0.983037108903753,0.01696289109625559,1,0,1,1
0,1,-1,1,,1,2,0.9831955490346382,0.01680445096536524,1,0,1,1
1,-1,1,0,-3.0,1,-1,0.9795256510997805,0.02047434890026158,1,0,1,1
0,1,-1,1,,1,2,0.9702918722285709,0.029708127771438966,1,0,1,1
0,-1,-1,0,,1,-1,0.9511274372759055,0.04887256272412262,1,1,1,1
0,-1,-1,0,,1,-1,0.9371201131002956,0.06287988689970947,1,1,1,1
0,-1,-1,0,,1,-1,0.9279186792086079,0.07208132079134684,1,1,1,1
0,-1,-1,0,,1,-1,0.9232924182913608,0.07670758170868945,1,1,1,1
0,-1,-1,0,,1,-1,0.9231253312023855,0.07687466879760638,1,1,1,1
0,-1,-1,0,,1,-1,0.9274132283900838,0.0725867716098946,1,1,1,1
1,-1,1,0,3.0,1,-1,0.9362636248477817,0.06373637515223655,1,0,1,1
1,1,2,1,-10.0,1,2,0.9355887652684772,0.06441123473156436,1,0,1,1
1,1,1,2,-1.0,1,3,0.9372862879277982,0.06271371207219054,1,0,1,1
1,1,1,1,3.0,1,2,0.9433203933686183,0.056679606631395305,1,0,1,1
0,1,-1,1,,1,2,0.9538423811154451,0.046157618884583654,1,0,1,1
1,-1,1,0,-1.0,1,-1,0.9559639988987738,0.0440360011011993,1,0,1,1
0,1,1,1,-2.0,1,2,0.9506885875972415,0.04931141240278106,0,0,0,1
0,-1,-1,1,,1,0,0.9265771070159582,0.07342289298409332,1,1,1,1
0,-1,-1,0,,1,-1,0.9082971436824314,0.09170285631752213,1,1,1,1
1,-1,1,0,2.0,1,-1,0.8953903446911838,0.1046096553087732,1,0,1,1
1,1,1,1,2.0,1,2,0.8642868368208793,0.13571316317908919,1,0,1,1
0,1,-1,1,,1,2,0.839955504713322,0.16004449528670164,1,0,1,1
1,-1,1,0,0.0,1,-1,0.787050088009383,0.21294991199060584,1,0,1,1
0,1,-1,1,,1,2,0.6805509212035264,0.31944907879647705,1,0,1,1
0,-1,1,0,-3.0,1,-1,0.4700931513917559,0.5299068486082867,0,1,0,2
0,-1,1,1,3.0,1,0,0.38684291269361953,0.6131570873064013,0,1,0,2
0,-1,1,1,1.0,1,0,0.3587789140709821,0.6412210859290438,0,1,0,2
0,-1,1,1,2.0,1,0,0.3616224814430188,0.6383775185569335,0,1,0,2
0,-1,-1,1,,1,0,0.3978336365046811,0.6021663634953366,1,1,1,2
0,-1,1,0,3.0,1,-1,0.44095479097406737,0.559045209025963,0,1,0,2
0,-1,-1,1,,1,0,0.55777709646986,0.44222290353009924,1,1,1,1
1,-1,2,0,10.0,1,-1,0.6935520827127978,0.30644791728721105,1,0,1,1
0,1,1,2,-1.0,1,3,0.7861908288564486,0.21380917114359893,0,0,0,1
0,-1,-1,1,,1,0,0.8153931297540087,0.18460687024603917,1,1,1,1
1,-1,1,0,2.0,1,-1,0.8520015101424071,0.14799848985759612,1,0,1,1
1,1,1,1,-1.0,1,2,0.8669152162609216,0.13308478373904137,1,0,1,1
0,1,-1,1,,1,2,0.887597203986805,0.11240279601315627,1,0,1,1
0,-1,-1,0,,1,-1,0.8932480144256699,0.10675198557428793,1,1,1,1
0,-1,-1,0,,1,-1,0.9038300324319389,0.0961699675680712,1,1,1,1
1,-1,2,0,10.0,1,-1,0.9196085921647126,0.08039140783532184,1,0,1,1
1,1,1,2,1.0,1,3,0.9289547253218399,0.07104527467814435,1,0,1,1
0,1,-1,1,,1,2,0.9431971034850446,0.056802896514994754,1,0,1,1
1,-1,1,0,0.0,1,-1,0.9472889965539261,0.05271100344606455,1,0,1,1
1,1,1,1,3.0,1,2,0.9431655144332187,0.056834485566798584,1,0,1,1
1,1,1,1,3.0,1,2,0.9432538663816437,0.05674613361834418,1,0,1,1
1,1,1,1,-3.0,1,2,0.9475562677414037,0.05244373225860256,1,0,1,1
0,1,-1,1,,1,2,0.9561805971842289,0.04381940281578784,1,0,1,1
0,-1,-1,0,,1,-1,0.9569995569549485,0.04300044304509144,1,1,1,1
0,-1,-1,0,,1,-1,0.9618402590022552,0.038159740997760115,1,1,1,1
1,-1,2,0,10.0,1,-1,0.9708240793819634,0.029175920618049123,1,0,1,1
0,1,-1,2,,1,3,0.9768251693693362,0.023174830630719116,1,0,1,1
1,-1,1,0,2.0,1,-1,0.9777235494586426,0.022276450541377227,1,0,1,1
1,1,1,1,-2.0,1,2,0.9739440753780191,0.026055924621963517,1,0,1,1
1,1,1,1,-1.0,1,2,0.9738278812243808,0.02617211877558718,1,0,1,1
1,1,1,1,0.0,1,2,0.9773720535385293,0.022627946461479934,1,0,1,1
0,1,-1,1,,1,2,0.9846654591112353,0.01533454088878915,1,0,1,1
1,-1,1,0,-3.0,1,-1,0.987601112751816,0.012398887248173902,1,0,1,1
1,1,1,1,-3.0,1,2,0.9875673235731853,0.012432676426791408,1,0,1,1
0,1,-1,1,,1,2,0.9907917495780344,0.009208250421936083,1,0,1,1
1,-1,2,0,-10.0,1,-1,0.9916440184622984,0.008355981537711941,1,0,1,1
0,1,-1,2,,1,3,0.9923693308909384,0.007630669109053301,1,0,1,1
0,-1,-1,0,,1,-1,0.9913113089417062,0.008688691058322017,1,1,1,1
1,-1,1,0,1.0,1,-1,0.9933340753439399,0.006665924656011043,1,0,1,1
0,1,-1,1,,1,2,0.993754107071759,0.00624589292818582,1,0,1,1
0,-1,-1,0,,1,-1,0.9927700426386834,0.007229957361312115,1,1,1,1
1,-1,1,0,-3.0,1,-1,0.9947965119577259,0.005203488042252977,1,0,1,1
0,1,1,1,-2.0,1,2,0.9956140228154379,0.004385977184549003,0,0,0,1
1,-1,2,1,-10.0,1,0,0.9938799491954933,0.006120050804562714,1,0,1,1
0,1,-1,2,,1,3,0.9922816810547045,0.007718318945250221,1,0,1,1
0,-1,-1,0,,1,-1,0.9885182348324255,0.011481765167621392,1,1,1,1
0,-1,-1,0,,1,-1,0.9879970924617552,0.01200290753819983,1,1,1,1
1,-1,1,0,0.0,1,-1,0.9907051867877361,0.009294813212293036,1,0,1,1
1,1,2,1,10.0,1,2,0.9911018815123249,0.008898118487705933,1,0,1,1
0,1,1,2,-2.0,1,3,0.9938565884885502,0.006143411511414201,0,0,0,1
1,-1,1,1,3.0,1,0,0.993125670127785,0.006874329872222698,1,0,1,1
1,1,1,1,2.0,1,2,0.9906794164858678,0.009320583514108097,1,0,1,1
0,1,-1,1,,1,2,0.9913486831958228,0.00865131680413594,1,0,1,1
0,-1,-1,0,,1,-1,0.9899699635149862,0.010030036484984574,1,1,1,1
1,-1,2,0,-10.0,1,-1,0.9917293164670886,0.008270683532947236,1,0,1,1
0,1,-1,2,,1,3,0.9933097022975237,0.006690297702511293,1,0,1,1
1,-1,1,0,3.0,1,-1,0.9933278724431494,0.006672127556810004,1,0,1,1
1,1,1,1,0.0,1,2,0.9917924198043416,0.008207580195611883,1,0,1,1
0,1,-1,1,,1,2,0.9933124565585327,0.006687543441430385,1,0,1,1
1,-1,1,0,0.0,1,-1,0.9932759846819242,0.006724015318030201,1,0,1,1
0,1,-1,1,,1,2,0.9916657561457568,0.008334243854248228,1,0,1,1
0,-1,-1,0,,1,-1,0.9877202727541862,0.012279727245803942,1,1,1,1
0,-1,-1,0,,1,-1,0.9870533604760099,0.012946639524011507,1,1,1,1
1,-1,1,0,-2.0,1,-1,0.9896482971123691,0.010351702887651863,1,0,1,1
0,1,-1,1,,1,2,0.989720857422789,0.010279142577250369,1,0,1,1
0,-1,-1,0,,1,-1,0.9873053561297671,0.01269464387025928,1,1,1,1
1,-1,2,0,-10.0,1,-1,0.9881395672978089,0.011860432702214879,1,0,1,1
0,1,1,2,0.0,1,3,0.9884071188291093,0.011592881170879909,0,0,0,1
0,-1,1,1,1.0,1,0,0.9827622296056285,0.01723777039433903,0,1,0,1
1,-1,1,1,1.0,1,0,0.9873395819521162,0.012660418047922888,1,0,1,1
0,1,-1,1,,1,2,0.9886379678292144,0.011362032170744068,1,0,1,1
0,-1,-1,0,,1,-1,0.9872714109491577,0.012728589050899105,1,1,1,1
1,-1,1,0,0.0,1,-1,0.9891505038896904,0.010849496110354608,1,0,1,1
0,1,-1,1,,1,2,0.9884606005799877,0.011539399420049687,1,0,1,1
0,-1,-1,0,,1,-1,0.9848754366956373,0.01512456330441634,1,1,1,1
1,-1,1,0,0.0,1,-1,0.9846513160115827,0.015348683988416023,1,0,1,1
1,1,2,1,-10.0,1,2,0.9808188384907813,0.019181161509209774,1,0,1,1
1,1,1,2,1.0,1,3,0.979379292884252,0.020620707115762527,1,0,1,1
1,1,1,1,1.0,1,2,0.9814379517741226,0.01856204822583169,1,0,1,1
0,1,-1,1,,1,2,0.9870464340980715,0.012953565901967957,1,0,1,1
1,-1,1,0,2.0,1,-1,0.9890954215451854,0.010904578454847517,1,0,1,1
0,1,-1,1,,1,2,0.988553907155329,0.011446092844700013,1,0,1,1
1,-1,1,0,-3.0,1,-1,0.9851658016706495,0.014834198329387482,1,0,1,1
1,1,1,1,2.0,1,2,0.9773288255665268,0.022671174433497004,1,0,1,1
0,1,-1,1,,1,2,0.9732792320390655,0.026720767960951138,1,0,1,1
1,-1,1,0,3.0,1,-1,0.9625556077021975,0.03744439229779423,1,0,1,1
1,1,1,1,-2.0,1,2,0.9400866099481389,0.059913390051873315,1,0,1,1
1,1,2,1,10.0,1,2,0.9231986305413333,0.07680136945861167,1,0,1,1
0,1,-1,2,,1,3,0.9088194327195711,0.09118056728045197,1,0,1,1
0,-1,-1,0,,1,-1,0.8761403274163581,0.12385967258361882,1,1,1,1
0,-1,-1,0,,1,-1,0.8503774510887141,0.14962254891124832,1,1,1,1
0,-1,-1,0,,1,-1,0.8308848238181423,0.1691151761818014,1,1,1,1
0,-1,-1,0,,1,-1,0.8171736862901999,0.1828263137097924,1,1,1,1
0,-1,-1,0,,1,-1,0.8089002446135101,0.19109975538644766,1,1,1,1
1,-1,1,0,3.0,1,-1,0.8058570500114975,0.19414294998850581,1,0,1,1
0,1,-1,1,,1,2,0.7844508443433131,0.21554915565664987,1,0,1,1
0,-1,-1,0,,1,-1,0.7345583521690618,0.2654416478309063,1,1,1,1
1,-1,1,0,-2.0,1,-1,0.6934765137486407,0.306523486251412,1,0,1,1
1,1,1,1,0.0,1,2,0.6068780373394687,0.39312196266056737,1,0,1,1
0,1,-1,1,,1,2,0.5331489507247555,0.4668510492752828,1,0,1,1
0,-1,1,0,3.0,1,-1,0.38388998246461903,0.6161100175353903,0,1,0,2
0,-1,-1,1,,1,0,0.32621321360725497,0.6737867863927935,1,1,1,2
0,-1,-1,0,,1,-1,0.27665587891851806,0.7233441210814433,1,1,1,2
0,-1,1,0,3.0,1,-1,0.23397537479269911,0.7660246252072924,0,1,0,2
0,-1,-1,1,,1,0,0.22433592585465,0.7756640741453501,1,1,1,2
0,-1,1,0,0.0,1,-1,0.2176339621471991,0.7823660378528025,0,1,0,2
0,-1,-1,1,,1,0,0.23566486991471802,0.7643351300853103,1,1,1,2
0,-1,1,0,-2.0,1,-1,0.2574862572350271,0.7425137427649556,0,1,0,2
0,-1,-1,1,,1,0,0.32430193382522815,0.675698066174771,1,1,1,2
0,-1,-1,0,,1,-1,0.4015818727897813,0.5984181272101761,1,1,1,2
0,-1,1,0,-1.0,1,-1,0.4912637959900279,0.5087362040100075,0,1,0,2
1,-1,2,1,-10.0,1,0,0.7172293419213315,0.2827706580787033,1,0,1,1
0,1,1,2,-2.0,1,3,0.872446109395349,0.1275538906046236,0,0,0,1
1,-1,1,1,1.0,1,0,0.9271605493865351,0.07283945061350199,1,0,1,1
0,1,1,1,-1.0,1,2,0.9546469993172227,0.04535300068281691,0,0,0,1
1,-1,1,1,-1.0,1,0,0.9619432817434123,0.03805671825664412,1,0,1,1
1,1,1,1,-2.0,1,2,0.9622198210667543,0.037780178933271305,1,0,1,1
1,1,1,1,-2.0,1,2,0.9664105008785894,0.03358949912142919,1,0,1,1
1,1,2,1,-10.0,1,2,0.9746203985378401,0.02537960146218479,1,0,1,1
0,1,1,2,-1.0,1,3,0.9853167278944595,0.01468327210555295,0,0,0,1
1,-1,1,1,2.0,1,0,0.9875887161185247,0.012411283881498801,1,0,1,1
0,1,1,1,-2.0,1,2,0.9869477350186517,0.01305226498137998,0,0,0,1
0,-1,1,1,-1.0,1,0,0.9794759442577355,0.020524055742254143,0,1,0,1
1,-1,1,1,-3.0,1,0,0.983069521083627,0.016930478916343757,1,0,1,1
1,1,2,1,10.0,1,2,0.9828228455035903,0.017177154496352882,1,0,1,1
1,1,1,2,-3.0,1,3,0.9849568708104308,0.01504312918958724,1,0,1,1
0,1,-1,1,,1,2,0.9905420555407259,0.00945794445928009,1,0,1,1
1,-1,1,0,-3.0,1,-1,0.9931558170589331,0.006844182941020493,1,0,1,1
0,1,-1,1,,1,2,0.9940342374712313,0.005965762528802266,1,0,1,1
1,-1,1,0,1.0,1,-1,0.9935927333123259,0.006407266687678302,1,0,1,1
1,1,1,1,-1.0,1,2,0.9916225114745698,0.008377488525476406,1,0,1,1
0,1,-1,1,,1,2,0.9927180912489262,0.007281908751069351,1,0,1,1
0,-1,-1,0,,1,-1,0.9921212207655601,0.007878779234470903,1,1,1,1
1,-1,1,0,-2.0,1,-1,0.9945742987898305,0.005425701210166518,1,0,1,1
0,1,1,1,3.0,1,2,0.995682407726458,0.00431759227354969,0,0,0,1
1,-1,1,1,0.0,1,0,0.9942940971726184,0.0057059028273853075,1,0,1,1
1,1,2,1,10.0,1,2,0.9913980245848784,0.008601975415149638,1,0,1,1
1,1,1,2,0.0,1,3,0.9908595815843686,0.009140418415583888,1,0,1,1
0,1,-1,1,,1,2,0.9934313973976616,0.006568602602313146,1,0,1,1
1,-1,1,0,2.0,1,-1,0.994342770459002,0.0056572295410324824,1,0,1,1
0,1,-1,1,,1,2,0.9940247010432115,0.005975298956818654,1,0,1,1
0,-1,-1,0,,1,-1,0.9923267699516084,0.007673230048433074,1,1,1,1
1,-1,2,0,-10.0,1,-1,0.9936587216703305,0.006341278329714933,1,0,1,1
0,1,-1,2,,1,3,0.9951193944602373,0.00488060553971868,1,0,1,1
1,-1,1,0,0.0,1,-1,0.9955441272833632,0.004455872716673876,1,0,1,1
0,1,1,1,0.0,1,2,0.9951337818625494,0.004866218137451663,0,0,0,1
1,-1,1,1,0.0,1,0,0.9916006739917466,0.008399326008212195,1,0,1,1
1,1,2,1,10.0,1,2,0.9849414005306998,0.015058599469352129,1,0,1,1
1,1,1,2,-1.0,1,3,0.9807002346117794,0.01929976538827681,1,0,1,1
1,1,1,1,2.0,1,2,0.9799662169971934,0.020033783002767983,1,0,1,1
0,1,-1,1,,1,2,0.9827209428850993,0.0172790571148703,1,0,1,1
0,-1,-1,0,,1,-1,0.9816484225504272,0.01835157744960629,1,1,1,1
1,-1,1,0,-3.0,1,-1,0.9840111713174055,0.015988828682567797,1,0,1,1
0,1,-1,1,,1,2,0.9827882040116477,0.01721179598837849,1,0,1,1
0,-1,-1,0,,1,-1,0.9774011633527355,0.022598836647288647,1,1,1,1
0,-1,-1,0,,1,-1,0.9756539455767582,0.024346054423247776,1,1,1,1
1,-1,2,0,-10.0,1,-1,0.977502740839596,0.022497259160395168,1,0,1,1
1,1,1,2,-3.0,1,3,0.9777147062677254,0.02228529373230724,1,0,1,1
0,1,-1,1,,1,2,0.981498053998662,0.01850194600138805,1,0,1,1
0,-1,-1,0,,1,-1,0.9811696225530058,0.018830377447012422,1,1,1,1
0,-1,-1,0,,1,-1,0.9843027476061044,0.01569725239391866,1,1,1,1
1,-1,-1,0,,1,-1,0.9909759893248584,0.009024010675117548,0,0,0,1
0,1,-1,0,,1,1,0.9921126632534736,0.0078873367465711,1,0,1,1
1,-1,2,0,10.0,1,-1,0.9913982271570673,0.00860177284297823,1,0,1,1
0,1,-1,2,,1,3,0.9905224381938658,0.009477561806186533,1,0,1,1
0,-1,-1,0,,1,-1,0.9872019972604476,0.012798002739520338,1,1,1,1
0,-1,-1,0,,1,-1,0.9871557789099938,0.012844221089953997,1,1,1,1
1,-1,1,0,-2.0,1,-1,0.9903826242607894,0.009617375739200604,1,0,1,1
0,1,-1,1,,1,2,0.9911518497504145,0.00884815024953275,1,0,1,1
1,-1,1,0,-3.0,1,-1,0.9898272322028714,0.010172767797160186,1,0,1,1
0,1,-1,1,,1,2,0.9857823426049807,0.014217657395015241,1,0,1,1
0,-1,-1,0,,1,-1,0.9771042996103807,0.022895700389672008,1,1,1,1
1,-1,2,0,10.0,1,-1,0.9722804221582526,0.027719577841798054,1,0,1,1
0,1,-1,2,,1,3,0.9648293848328146,0.035170615167208596,1,0,1,1
0,-1,-1,0,,1,-1,0.9479173777756391,0.05208262222438499,1,1,1,1
0,-1,1,0,0.0,1,-1,0.9359675359044025,0.06403246409557406,0,1,0,1
1,-1,1,1,0.0,1,0,0.9413666759231375,0.05863332407684269,1,0,1,1
1,1,1,1,2.0,1,2,0.937979839801268,0.0620201601987473,1,0,1,1
0,1,-1,1,,1,2,0.9388625984601932,0.06113740153980676,1,0,1,1
0,-1,-1,0,,1,-1,0.9304906188666052,0.06950938113334257,1,1,1,1
0,-1,-1,0,,1,-1,0.9266263034146566,0.0733736965853544,1,1,1,1
0,-1,-1,0,,1,-1,0.9271727580249579,0.07282724197504489,1,1,1,1
1,-1,2,0,-10.0,1,-1,0.9321436845334539,0.06785631546652289,1,0,1,1
0,1,-1,2,,1,3,0.9326094876771642,0.06739051232277904,1,0,1,1
0,-1,1,0,-1.0,1,-1,0.9231891433260191,0.07681085667399992,0,1,0,1
0,-1,-1,1,,1,0,0.9321437061696409,0.06785629383034159,1,1,1,1
0,-1,-1,0,,1,-1,0.9459318655401167,0.054068134459884905,1,1,1,1
1,-1,1,0,1.0,1,-1,0.9648993465789625,0.035100653421068884,1,0,1,1
0,1,-1,1,,1,2,0.9736449543586855,0.026355045641315557,1,0,1,1
1,-1,1,0,-3.0,1,-1,0.9763046015122513,0.0236953984877424,1,0,1,1
0,1,1,1,-2.0,1,2,0.9741360700644734,0.025863929935540052,0,0,0,1
0,-1,-1,1,,1,0,0.9604447096827058,0.03955529031730186,1,1,1,1
0,-1,-1,0,,1,-1,0.9512872309025056,0.04871276909753899,1,1,1,1
0,-1,-1,0,,1,-1,0.9464340185472405,0.05356598145277393,1,1,1,1
0,-1,1,0,-2.0,1,-1,0.945763382877069,0.05423661712298587,0,1,0,1
1,-1,1,1,-2.0,1,0,0.9626779917626873,0.037322008237298324,1,0,1,1
0,1,-1,1,,1,2,0.9699756760193597,0.03002432398062696,1,0,1,1
0,-1,-1,0,,1,-1,0.9711076062538216,0.02889239374618218,1,1,1,1
1,-1,1,0,2.0,1,-1,0.9760004463772609,0.023999553622725288,1,0,1,1
1,1,1,1,-3.0,1,2,0.9758553666282334,0.024144633371726964,1,0,1,1
0,1,1,1,1.0,1,2,0.9793202736900608,0.020679726309949614,0,0,0,1
0,-1,-1,1,,1,0,0.9746987555021721,0.025301244497843645,1,1,1,1
0,-1,-1,0,,1,-1,0.9737488675575631,0.026251132442431154,1,1,1,1
0,-1,-1,0,,1,-1,0.9764467923085671,0.023553207691465003,1,1,1,1
1,-1,1,0,-2.0,1,-1,0.982860177683341,0.017139822316637063,1,0,1,1
1,1,1,1,-1.0,1,2,0.9848953465716452,0.01510465342830099,1,0,1,1
0,1,-1,1,,1,2,0.9903774111784439,0.00962258882155747,1,0,1,1
1,-1,2,0,10.0,1,-1,0.992888481838991,0.007111518161045858,1,0,1,1
0,1,1,2,-2.0,1,3,0.9952858473542987,0.0047141526456957955,0,0,0,1
1,-1,1,1,0.0,1,0,0.9948865367679613,0.005113463232003004,1,0,1,1
0,1,-1,1,,1,2,0.9933753709491466,0.006624629050896035,1,0,1,1
0,-1,-1,0,,1,-1,0.9900376997602873,0.009962300239691416,1,1,1,1
1,-1,1,0,-1.0,1,-1,0.98986737580761,0.010132624192363158,1,0,1,1
0,1,-1,1,,1,2,0.9872138514606109,0.012786148539436758,1,0,1,1
1,-1,1,0,0.0,1,-1,0.9808222402497585,0.01917775975021716,1,0,1,1
1,1,1,1,-3.0,1,2,0.9676698653965956,0.03233013460335492,1,0,1,1
1,1,1,1,1.0,1,2,0.9589101999556771,0.04108980004432226,1,0,1,1
0,1,-1,1,,1,2,0.9543236035460484,0.045676396453907094,1,0,1,1
0,-1,-1,0,,1,-1,0.9405184667624409,0.05948153323752915,1,1,1,1
1,-1,2,0,10.0,1,-1,0.931471040350355,0.06852895964969895,1,0,1,1
1,1,1,2,3.0,1,3,0.9165680187163913,0.08343198128360071,1,0,1,1
0,1,-1,1,,1,2,0.9067089693014283,0.0932910306985949,1,0,1,1
0,-1,-1,0,,1,-1,0.8811050628523656,0.1188949371476258,1,1,1,1
0,-1,1,0,-2.0,1,-1,0.8616724345602342,0.13832756543971492,0,1,0,1
0,-1,-1,1,,1,0,0.8661360481298785,0.13386395187010822,1,1,1,1
0,-1,-1,0,,1,-1,0.8756438723645805,0.12435612763543173,1,1,1,1
0,-1,-1,0,,1,-1,0.8904343070238667,0.10956569297610848,1,1,1,1
