,response,previous_response,contrast,previous_contrast,orientation,ID,predictor,Gl_Prob_State_ext,Gl_Prob_State_int,correct,prev_resp_congruent,contrast_congruent,Predicted_state
35940,0,-1,-1,0,,17,-1,0.3046045407758077,0.6953954592241823,1,1,1,2
35941,1,-1,1,0,2.0,17,-1,0.2156354490196243,0.7843645509803987,1,0,1,2
35942,0,1,-1,1,,17,2,0.1860262536530307,0.8139737463470124,1,0,1,2
35943,0,-1,-1,0,,17,-1,0.1393565794888978,0.8606434205110874,1,1,1,2
35944,1,-1,1,0,2.0,17,-1,0.0745476376324165,0.9254523623676382,1,0,1,2
35945,1,1,1,1,3.0,17,2,0.051599621769395,0.9484003782306536,1,1,1,2
35946,0,1,1,1,1.0,17,2,0.043607622238167,0.9563923777617924,0,0,0,2
35947,1,-1,-1,1,,17,0,0.0010981581412192,0.9989018418588198,0,0,0,2
35948,1,1,1,0,1.0,17,1,0.204044620826255,0.7959553791737127,1,1,1,2
35949,0,1,1,1,-2.0,17,2,0.65990050756786,0.3400994924321886,0,0,0,1
35950,1,-1,2,1,-10.0,17,0,0.7919474198699866,0.2080525801299725,1,0,1,1
35951,0,1,1,2,2.0,17,3,0.91644295288363,0.0835570471163464,0,0,0,1
35952,0,-1,1,1,1.0,17,0,0.951962845074717,0.0480371549253256,0,1,0,1
35953,0,-1,-1,1,,17,0,0.9610773642697712,0.0389226357302802,1,1,1,1
35954,0,-1,-1,0,,17,-1,0.967981605703362,0.0320183942965959,1,1,1,1
35955,0,-1,1,0,3.0,17,-1,0.9732433339971652,0.026756666002856,0,1,0,1
35956,0,-1,-1,1,,17,0,0.9679836476816158,0.0320163523183355,1,1,1,1
35957,1,-1,2,0,-10.0,17,-1,0.961081832421428,0.0389181675785696,1,0,1,1
35958,0,1,-1,2,,17,3,0.9551625805793366,0.04483741942068,1,0,1,1
35959,0,-1,1,0,-2.0,17,-1,0.9457956887995642,0.0542043112003978,0,1,0,1
35960,0,-1,1,1,2.0,17,0,0.9086401610849094,0.0913598389151052,0,1,0,1
35961,0,-1,1,1,1.0,17,0,0.7901435927857559,0.2098564072142497,0,1,0,1
35962,1,-1,2,1,10.0,17,0,0.4195164253781699,0.5804835746218558,1,0,1,2
35963,1,1,-1,2,,17,3,0.0227655940224336,0.9772344059775224,0,1,0,2
35964,0,1,-1,0,,17,1,0.4124040032321667,0.5875959967678582,1,0,1,2
35965,0,-1,-1,0,,17,-1,0.6871362724643709,0.3128637275355839,1,1,1,1
35966,0,-1,1,0,-1.0,17,-1,0.8953444970767971,0.104655502923184,0,1,0,1
35967,0,-1,1,1,-2.0,17,0,0.9619793579158116,0.0380206420841322,0,1,0,1
35968,0,-1,1,1,3.0,17,0,0.9830819355661382,0.0169180644338556,0,1,0,1
35969,0,-1,1,1,-1.0,17,0,0.9890674561589948,0.01093254384096,0,1,0,1
35970,0,-1,-1,1,,17,0,0.9885628734896504,0.011437126510323,1,1,1,1
35971,1,-1,2,0,10.0,17,-1,0.9881738224272012,0.0118261775727463,1,0,1,1
35972,0,1,1,2,-1.0,17,3,0.989352698124769,0.0106473018752476,0,0,0,1
35973,1,-1,1,1,-2.0,17,0,0.9835234345266696,0.01647656547329,1,0,1,1
35974,0,1,1,1,-3.0,17,2,0.9881602371698848,0.0118397628301633,0,0,0,1
35975,0,-1,1,1,-1.0,17,0,0.9856107292324152,0.0143892707675345,0,1,0,1
35976,1,-1,1,1,-3.0,17,0,0.973022370726074,0.026977629273951,1,0,1,1
35977,0,1,-1,1,,17,2,0.9743112316606034,0.0256887683394272,1,0,1,1
35978,0,-1,-1,0,,17,-1,0.974013280926306,0.0259867190737094,1,1,1,1
35979,1,-1,1,0,-2.0,17,-1,0.9728144158889293,0.0271855841110271,1,0,1,1
35980,0,1,1,1,-2.0,17,2,0.9855814771701084,0.0144185228298759,0,0,0,1
35981,1,-1,2,1,-10.0,17,0,0.9874805044784252,0.012519495521578,1,0,1,1
35982,0,1,-1,2,,17,3,0.9909000679757026,0.0090999320242509,1,0,1,1
35983,0,-1,1,0,2.0,17,-1,0.9939583081965064,0.006041691803489,0,1,0,1
35984,0,-1,1,1,1.0,17,0,0.9929821363651422,0.0070178636348276,0,1,0,1
35985,0,-1,-1,1,,17,0,0.9865645922758992,0.0134354077240473,1,1,1,1
35986,1,-1,2,0,-10.0,17,-1,0.9793739420189312,0.0206260579810475,1,0,1,1
35987,0,1,-1,2,,17,3,0.9734268078055788,0.0265731921944043,1,0,1,1
35988,0,-1,-1,0,,17,-1,0.965081702507315,0.0349182974927021,1,1,1,1
35989,0,-1,1,0,0.0,17,-1,0.9544508095140084,0.0455491904860147,0,1,0,1
35990,0,-1,-1,1,,17,0,0.9155888536752428,0.0844111463247382,1,1,1,1
35991,0,-1,-1,0,,17,-1,0.8651291036519224,0.1348708963480534,1,1,1,1
35992,1,-1,1,0,0.0,17,-1,0.7989220433612839,0.2010779566387531,1,0,1,1
35993,1,1,1,1,-1.0,17,2,0.7807200169584863,0.2192799830415406,1,1,1,1
35994,1,1,1,1,1.0,17,2,0.7864646760361583,0.2135353239638671,1,1,1,1
35995,1,1,2,1,10.0,17,2,0.8201672761288687,0.1798327238711683,1,1,1,1
35996,0,1,-1,2,,17,3,0.8529657042247731,0.147034295775185,1,0,1,1
35997,0,-1,1,0,0.0,17,-1,0.8749150985575052,0.1250849014425141,0,1,0,1
35998,0,-1,-1,1,,17,0,0.8711587825260503,0.1288412174739915,1,1,1,1
35999,0,-1,-1,0,,17,-1,0.8626722420103405,0.1373277579896442,1,1,1,1
36000,0,-1,1,0,-1.0,17,-1,0.8487575933241498,0.1512424066758552,0,1,0,1
36001,0,-1,-1,1,,17,0,0.7896130247435424,0.2103869752564404,1,1,1,1
36002,0,-1,-1,0,,17,-1,0.7112943640500166,0.2887056359499624,1,1,1,1
36003,1,-1,1,0,-1.0,17,-1,0.6073611405321243,0.3926388594678547,1,0,1,1
36004,0,1,-1,1,,17,2,0.5742454041984857,0.425754595801476,1,0,1,1
36005,1,-1,2,0,-10.0,17,-1,0.5232060642555657,0.4767939357444025,1,0,1,1
36006,0,1,1,2,3.0,17,3,0.4681023726842604,0.5318976273157507,0,0,0,2
36007,1,-1,1,1,-2.0,17,0,0.2655890517933023,0.7344109482066832,1,0,1,2
36008,0,1,-1,1,,17,2,0.1915553473225272,0.8084446526774789,1,0,1,2
36009,1,-1,1,0,-2.0,17,-1,0.0838079822113664,0.9161920177886296,1,0,1,2
36010,1,1,2,1,10.0,17,2,0.0440483119704043,0.955951688029644,1,1,1,2
36011,1,1,-1,2,,17,3,1.3937271659339676e-05,0.9999860627283758,0,1,0,2
36012,1,1,1,0,0.0,17,1,0.0011240328841267,0.99887596711585,1,1,1,2
36013,0,1,-1,1,,17,2,0.0021308818443514,0.9978691181556968,1,0,1,2
36014,1,-1,-1,0,,17,-1,4.605932724582911e-06,0.9999953940672756,0,0,0,2
36015,1,1,2,0,10.0,17,1,0.0107320995713238,0.9892679004286512,1,1,1,2
36016,0,1,-1,2,,17,3,0.0187964124841603,0.9812035875158835,1,0,1,2
36017,0,-1,-1,0,,17,-1,0.0212982547106063,0.9787017452893914,1,1,1,2
