,response,previous_response,contrast,previous_contrast,orientation,ID,predictor,Gl_Prob_State_ext,Gl_Prob_State_int,correct
10253,1,-1,1,0,0.0,22,-1,0.9633600210673636,0.0366399789325869,1
10254,0,1,1,1,0.0,22,2,0.9863315932807392,0.0136684067192112,0
10255,1,-1,1,1,-3.0,22,0,0.9916244918612672,0.0083755081388334,1
10256,0,1,-1,1,,22,2,0.9940459440184612,0.0059540559815592,1
10257,1,-1,1,0,2.0,22,-1,0.995260381772177,0.0047396182277519,1
10258,0,1,1,1,-2.0,22,2,0.9961025724242432,0.0038974275757984,0
10259,1,-1,1,1,1.0,22,0,0.9935023833344988,0.00649761666545,1
10260,1,1,2,1,-10.0,22,2,0.9890360370510036,0.0109639629490162,1
10261,0,1,-1,2,,22,3,0.990594739877,0.0094052601229017,1
10262,1,-1,1,0,-2.0,22,-1,0.9893050493127666,0.0106949506871976,1
10263,0,1,-1,1,,22,2,0.9842804715803556,0.0157195284196852,1
10264,1,-1,1,0,0.0,22,-1,0.9720672658993648,0.0279327341006745,1
10265,1,1,1,1,-2.0,22,2,0.9442704488972342,0.0557295511027943,1
10266,0,1,-1,1,,22,2,0.9265223987462966,0.0734776012537384,1
10267,1,-1,2,0,10.0,22,-1,0.880145735528873,0.1198542644711607,1
10268,0,1,-1,2,,22,3,0.8102156714737149,0.1897843285262746,1
10269,0,-1,1,0,-2.0,22,-1,0.6497604740239901,0.3502395259760058,0
10270,0,-1,1,1,0.0,22,0,0.6020209601871647,0.3979790398129266,0
10271,0,-1,1,1,2.0,22,0,0.6135741211854825,0.386425878814525,0
10272,0,-1,-1,1,,22,0,0.6973485474429526,0.3026514525569674,1
10273,1,-1,1,0,2.0,22,-1,0.7985979729043321,0.2014020270956545,1
10274,0,1,1,1,0.0,22,2,0.8388746356623518,0.1611253643375532,0
10275,0,-1,1,1,1.0,22,0,0.8267162284909277,0.1732837715091822,0
10276,0,-1,-1,1,,22,0,0.862783157916606,0.1372168420833538,1
10277,1,-1,2,0,10.0,22,-1,0.911218967955064,0.0887810320448427,1
10278,0,1,-1,2,,22,3,0.9435010507357964,0.0564989492643102,1
10279,0,-1,-1,0,,22,-1,0.9546508263971684,0.045349173602851,1
10280,1,-1,1,0,-1.0,22,-1,0.9750767284766952,0.0249232715233294,1
10281,0,1,-1,1,,22,2,0.9834142574079364,0.0165857425920884,1
10282,1,-1,2,0,-10.0,22,-1,0.9853943751164332,0.0146056248835961,1
10283,0,1,-1,2,,22,3,0.9875397722198356,0.0124602277802161,1
10284,0,-1,-1,0,,22,-1,0.9855232889816388,0.0144767110183951,1
10285,1,-1,1,0,-2.0,22,-1,0.9910536124960466,0.00894638750395,1
10286,0,1,1,1,-1.0,22,2,0.9934284929559049,0.0065715070440041,0
10287,0,-1,-1,1,,22,0,0.9896343443557754,0.010365655644158,1
10288,1,-1,1,0,-2.0,22,-1,0.993133561445257,0.0068664385546833,1
10289,0,1,1,1,-1.0,22,2,0.9947947782165568,0.0052052217833402,0
10290,1,-1,2,1,10.0,22,0,0.9915954988514212,0.0084045011486431,1
10291,1,1,1,2,2.0,22,3,0.989875454554802,0.0101245454451136,1
10292,0,1,1,1,-3.0,22,2,0.9954577040251033,0.0045422959749346,0
10293,1,-1,1,1,0.0,22,0,0.9962808446906856,0.0037191553092534,1
10294,0,1,1,1,3.0,22,2,0.997434696134734,0.0025653038652918,0
10295,1,-1,-1,1,,22,0,0.9969316935088732,0.0030683064910718,0
10296,0,1,-1,0,,22,1,0.9938308938995688,0.0061691061004101,1
10297,0,-1,-1,0,,22,-1,0.9888971959644596,0.0111028040354889,1
10298,1,-1,2,0,10.0,22,-1,0.9913129804048966,0.008687019595208,1
10299,0,1,1,2,1.0,22,3,0.9950713000206604,0.0049286999793542,0
10300,1,-1,1,1,1.0,22,0,0.9941670630497372,0.0058329369502006,1
10301,0,1,1,1,0.0,22,2,0.9921759504102337,0.0078240495897298,0
10302,0,-1,-1,1,,22,0,0.9809789590362932,0.0190210409636537,1
10303,0,-1,-1,0,,22,-1,0.9777669381379068,0.022233061862087,1
10304,1,-1,2,0,-10.0,22,-1,0.982434896134129,0.017565103865912,1
10305,0,1,1,2,1.0,22,3,0.9865190593746072,0.0134809406253227,0
10306,0,-1,-1,1,,22,0,0.9792010406016096,0.0207989593983751,1
10307,0,-1,-1,0,,22,-1,0.9797560208071888,0.0202439791928552,1
10308,1,-1,1,0,-3.0,22,-1,0.988202140673173,0.0117978593269172,1
10309,0,1,-1,1,,22,2,0.9917321587646089,0.0082678412352912,1
10310,1,-1,-1,0,,22,-1,0.9927725013585912,0.0072274986415181,0
10311,1,1,2,0,10.0,22,1,0.9867799373034808,0.0132200626965847,1
10312,0,1,1,2,2.0,22,3,0.9868247133576938,0.0131752866422865,0
10313,0,-1,1,1,-2.0,22,0,0.9743627588909948,0.0256372411089411,0
10314,1,-1,1,1,0.0,22,0,0.985399377520171,0.0146006224798777,1
10315,0,1,-1,1,,22,2,0.9899198585368196,0.0100801414632196,1
10316,1,-1,1,0,3.0,22,-1,0.991031442084332,0.0089685579155979,1
10317,0,1,-1,1,,22,2,0.9894981966346011,0.0105018033652928,1
10318,1,-1,1,0,-1.0,22,-1,0.984266216244246,0.015733783755798,1
10319,1,1,2,1,10.0,22,2,0.9717391979003012,0.0282608020997242,1
10320,0,1,-1,2,,22,3,0.9652906919712232,0.0347093080287485,1
10321,0,-1,-1,0,,22,-1,0.9451369925586646,0.0548630074412785,1
