response,previous_response,contrast,previous_contrast,orientation,ID,predictor,Gl_Prob_State_ext,Gl_Prob_State_int,correct
1,-1,1,0,0.0,2,-1,0.9710562108853803,0.028943789114683607,1
0,1,-1,1,,2,2,0.972254779706334,0.027745220293592075,1
1,-1,1,0,-1.0,2,-1,0.9641476900118846,0.03585230998801469,1
1,1,2,1,-10.0,2,2,0.9411623767471586,0.05883762325277077,1
1,1,1,2,3.0,2,3,0.924243911640057,0.07575608835996775,1
0,1,-1,1,,2,2,0.9167724826529943,0.08322751734690043,1
0,-1,-1,0,,2,-1,0.8855863230742618,0.1144136769257146,1
0,-1,-1,0,,2,-1,0.8651198940967586,0.13488010590320612,1
0,-1,-1,0,,2,-1,0.8547042079394997,0.14529579206057808,1
0,-1,-1,0,,2,-1,0.853998806245879,0.14600119375410134,1
0,-1,-1,0,,2,-1,0.8629806314952553,0.13701936850475893,1
0,-1,-1,0,,2,-1,0.8819432733190534,0.11805672668091376,1
1,-1,1,0,-2.0,2,-1,0.9115065650888394,0.08849343491106225,1
1,1,2,1,10.0,2,2,0.9173075326265929,0.08269246737336379,1
0,1,-1,2,,2,3,0.9288596768262442,0.07114032317379208,1
0,-1,-1,0,,2,-1,0.9225115822657551,0.07748841773426703,1
1,-1,1,0,-2.0,2,-1,0.9252826093835255,0.07471739061636545,1
1,1,1,1,-3.0,2,2,0.9091288508725601,0.0908711491273276,1
1,1,1,1,1.0,2,2,0.9025348035599694,0.0974651964400996,1
1,1,1,1,-3.0,2,2,0.905284927299813,0.0947150727001509,1
1,1,2,1,10.0,2,2,0.9174691156043925,0.0825308843955394,1
1,1,1,2,2.0,2,3,0.9354734019042559,0.06452659809570088,1
0,1,-1,1,,2,2,0.9636446600301514,0.03635533996988701,1
1,-1,1,0,0.0,2,-1,0.9748674304764624,0.02513256952363532,1
1,1,1,1,-3.0,2,2,0.9768559017823429,0.023144098217718876,1
0,1,-1,1,,2,2,0.9869126218965478,0.013087378103550899,1
1,-1,1,0,0.0,2,-1,0.9911850374122566,0.008814962587652351,1
0,1,-1,1,,2,2,0.9926098758488584,0.007390124151156858,1
1,-1,1,0,2.0,2,-1,0.9921665274901033,0.00783347250984281,1
1,1,2,1,10.0,2,2,0.9895502482587589,0.010449751741282345,1
0,1,-1,2,,2,3,0.9929549840382103,0.007045015961878132,1
1,-1,1,0,-3.0,2,-1,0.9944531388506073,0.0055468611495033725,1
0,1,-1,1,,2,2,0.995074498410423,0.0049255015895811475,1
1,-1,1,0,-2.0,2,-1,0.9952461662409309,0.004753833759071759,1
0,1,-1,1,,2,2,0.9950861415488015,0.004913858451182396,1
1,-1,1,0,2.0,2,-1,0.9944844282639129,0.005515571736115734,1
0,1,-1,1,,2,2,0.9930274271105052,0.00697257288944434,1
1,-1,1,0,-1.0,2,-1,0.989713640138542,0.010286359861471308,1
1,1,1,1,-3.0,2,2,0.9822652717176847,0.01773472828237222,1
1,1,2,1,-10.0,2,2,0.9825683902974937,0.017431609702468685,1
0,1,1,2,2.0,2,3,0.9889121657943879,0.011087834205660587,0
0,-1,-1,1,,2,0,0.9854552184620753,0.014544781537825341,1
1,-1,1,0,3.0,2,-1,0.9895320090185176,0.010467990981371342,1
0,1,-1,1,,2,2,0.9901110985841988,0.009888901415756475,1
1,-1,2,0,-10.0,2,-1,0.9875905355830541,0.012409464416876221,1
1,1,1,2,3.0,2,3,0.98566313944331,0.014336860556657116,1
0,1,-1,1,,2,2,0.991277063755469,0.008722936244566477,1
1,-1,1,0,-3.0,2,-1,0.9938049368308257,0.006195063169184609,1
0,1,1,1,-2.0,2,2,0.994984341167457,0.005015658832507587,0
1,-1,1,1,0.0,2,0,0.9914503715015803,0.008549628498524352,1
0,1,-1,1,,2,2,0.9845670730091316,0.0154329269907575,1
1,-1,2,0,-10.0,2,-1,0.9696030772113509,0.030396922788589353,1
1,1,1,2,1.0,2,3,0.9495411026927648,0.05045889730729362,1
1,1,1,1,3.0,2,2,0.938804811908134,0.06119518809191104,1
0,1,1,1,-1.0,2,2,0.9370432668724207,0.06295673312762401,0
0,-1,1,1,0.0,2,0,0.8978329520868545,0.1021670479131563,0
0,-1,-1,1,,2,0,0.9014462624441221,0.09855373755580978,1
1,-1,1,0,-1.0,2,-1,0.9145595995135217,0.08544040048648036,1
0,1,-1,1,,2,2,0.9075872791336304,0.09241272086632359,1
0,-1,-1,0,,2,-1,0.8757367419072927,0.12426325809263276,1
0,-1,1,0,2.0,2,-1,0.8546900956517804,0.14530990434826643,0
0,-1,-1,1,,2,0,0.8778291519561516,0.12217084804387242,1
0,-1,-1,0,,2,-1,0.9119598524673522,0.08804014753265967,1
1,-1,1,0,-1.0,2,-1,0.958197830089749,0.04180216991035642,1
0,1,-1,1,,2,2,0.9788004922582292,0.021199507741764975,1
1,-1,1,0,0.0,2,-1,0.9879294776825047,0.012070522317540421,1
0,1,-1,1,,2,2,0.9918597712309143,0.008140228769095021,1
1,-1,1,0,2.0,2,-1,0.9932929362645179,0.006707063735373098,1
0,1,-1,1,,2,2,0.9932140865157361,0.0067859134843597235,1
1,-1,1,0,1.0,2,-1,0.9915690230824046,0.008430976917546826,1
1,1,1,1,1.0,2,2,0.9872269797657336,0.012773020234178235,1
0,1,-1,1,,2,2,0.9903247896809879,0.009675210319116733,1
1,-1,1,0,-2.0,2,-1,0.9903692452644771,0.009630754735598827,1
1,1,1,1,3.0,2,2,0.9873909039224591,0.012609096077621592,1
0,1,-1,1,,2,2,0.9918441023605825,0.008155897639323189,1
1,-1,1,0,-1.0,2,-1,0.9936969337671666,0.006303066232762665,1
0,1,-1,1,,2,2,0.9942229776801808,0.005777022319807322,1
1,-1,1,0,1.0,2,-1,0.9937838205672643,0.006216179432664464,1
0,1,-1,1,,2,2,0.9920775992850099,0.007922400714949514,1
1,-1,2,0,10.0,2,-1,0.9879315096024462,0.012068490397500145,1
0,1,-1,2,,2,3,0.9842815889741376,0.015718411025944377,1
0,-1,-1,0,,2,-1,0.9740428919500942,0.025957108049993346,1
1,-1,1,0,-2.0,2,-1,0.971973381558603,0.02802661844146338,1
1,1,1,1,2.0,2,2,0.9597897669517028,0.04021023304818961,1
0,1,-1,1,,2,2,0.9562445838063567,0.04375541619371216,1
0,-1,1,0,3.0,2,-1,0.9380802400702056,0.0619197599298043,0
1,-1,1,1,1.0,2,0,0.9524612083128691,0.047538791687163344,1
0,1,-1,1,,2,2,0.9524582690787542,0.04754173092117711,1
0,-1,-1,0,,2,-1,0.9380694020288111,0.0619305979712852,1
0,-1,-1,0,,2,-1,0.9328184252805688,0.06718157471953701,1
1,-1,2,0,10.0,2,-1,0.9365336997423162,0.06346630025774708,1
1,1,1,2,3.0,2,3,0.9343036907660018,0.06569630923404204,1
1,1,1,1,3.0,2,2,0.941028751391975,0.058971248608062125,1
0,1,-1,1,,2,2,0.9569287042082176,0.043071295791782815,1
1,-1,1,0,-3.0,2,-1,0.9589016313756454,0.04109836862429444,1
0,1,-1,1,,2,2,0.948303662578788,0.051696337421154814,1
0,-1,-1,0,,2,-1,0.9178500787883094,0.08214992121161295,1
0,-1,-1,0,,2,-1,0.8979003641778388,0.10209963582208727,1
1,-1,2,0,-10.0,2,-1,0.8878024208497495,0.11219757915035093,1
0,1,-1,2,,2,3,0.8665716454485235,0.13342835455144894,1
0,-1,1,0,3.0,2,-1,0.8064236323572799,0.19357636764267572,0
0,-1,1,1,3.0,2,0,0.8034778719176442,0.1965221280823363,0
1,-1,1,1,2.0,2,0,0.854437904380072,0.14556209561984282,1
1,1,1,1,3.0,2,2,0.8694431792869484,0.13055682071307145,1
1,1,1,1,3.0,2,2,0.8947810212598997,0.10521897874007194,1
1,1,2,1,10.0,2,2,0.9312796503418245,0.0687203496582598,1
0,1,1,2,0.0,2,3,0.9741838579589155,0.025816142041100033,0
1,-1,1,1,1.0,2,0,0.9845991899471868,0.015400810052914991,1
0,1,1,1,-3.0,2,2,0.9884636367739073,0.011536363226108815,0
0,-1,-1,1,,2,0,0.9822467386968783,0.017753261303206525,1
1,-1,1,0,-2.0,2,-1,0.9837465982657866,0.01625340173423715,1
1,1,1,1,1.0,2,2,0.9796187559332643,0.020381244066728685,1
0,1,1,1,2.0,2,2,0.9832941903311371,0.016705809668974874,0
1,-1,2,1,-10.0,2,0,0.9734161752645085,0.026583824735569295,1
1,1,1,2,-2.0,2,3,0.9603996681020243,0.03960033189792918,1
1,1,1,1,-2.0,2,2,0.9560507215463793,0.043949278453552565,1
0,1,-1,1,,2,2,0.9602271812379514,0.0397728187621604,1
0,-1,1,0,-3.0,2,-1,0.9523681625864052,0.04763183741360212,0
1,-1,1,1,-2.0,2,0,0.9749280664036484,0.025071933596355508,1
0,1,-1,1,,2,2,0.9845383798587136,0.015461620141363997,1
1,-1,2,0,10.0,2,-1,0.9878049379604579,0.01219506203957166,1
0,1,1,2,-3.0,2,3,0.9915867100153932,0.008413289984685974,0
0,-1,-1,1,,2,0,0.9876530568938531,0.012346943106186788,1
1,-1,1,0,-1.0,2,-1,0.9911330393101974,0.00886696068987799,1
0,1,-1,1,,2,2,0.9918656636179708,0.008134336381965082,1
1,-1,2,0,-10.0,2,-1,0.990354513319162,0.009645486680790466,1
0,1,-1,2,,2,3,0.9901231898168713,0.009876810183190704,1
1,-1,1,0,0.0,2,-1,0.986720775914419,0.013279224085562768,1
0,1,-1,1,,2,2,0.9778085565455773,0.02219144345446805,1
0,-1,-1,0,,2,-1,0.9572605451861954,0.042739454813807365,1
0,-1,-1,0,,2,-1,0.9459567210713578,0.05404327892873841,1
0,-1,-1,0,,2,-1,0.9435275952087314,0.05647240479128362,1
1,-1,1,0,-1.0,2,-1,0.9498937665696008,0.05010623343046957,1
1,1,1,1,2.0,2,2,0.9421349719034388,0.057865028096518126,1
1,1,2,1,10.0,2,2,0.9432173227421554,0.05678267725789841,1
0,1,1,2,-3.0,2,3,0.9501906876665617,0.049809312333346796,0
0,-1,-1,1,,2,0,0.9294653374046182,0.07053466259529528,1
0,-1,-1,0,,2,-1,0.9183669862887256,0.08163301371129965,1
0,-1,-1,0,,2,-1,0.916532861638886,0.0834671383611642,1
1,-1,1,0,-1.0,2,-1,0.9239030112776601,0.07609698872229227,1
0,1,-1,1,,2,2,0.9126357245826016,0.08736427541738047,1
1,-1,1,0,0.0,2,-1,0.8749862139090161,0.12501378609109698,1
1,1,1,1,2.0,2,2,0.7850753592002598,0.21492464079983276,1
1,1,1,1,-3.0,2,2,0.7119060523268239,0.28809394767318924,1
1,1,2,1,-10.0,2,2,0.6530866023737222,0.3469133976262134,1
1,1,1,2,-2.0,2,3,0.5982436382386476,0.4017563617613369,1
0,1,-1,1,,2,2,0.5549910670325824,0.44500893296752064,1
0,-1,-1,0,,2,-1,0.4368925345702111,0.5631074654298064,1
0,-1,-1,0,,2,-1,0.3356964350982976,0.6643035649016431,1
0,-1,1,0,-3.0,2,-1,0.24809496371778217,0.7519050362821855,0
0,-1,-1,1,,2,0,0.22775905597678517,0.772240944023276,1
0,-1,1,0,0.0,2,-1,0.21133248914625583,0.7886675108538128,0
0,-1,-1,1,,2,0,0.23817724679954888,0.7618227532004589,1
1,-1,1,0,-3.0,2,-1,0.2698661760108347,0.7301338239890691,1
1,1,1,1,-2.0,2,2,0.25871335512878085,0.7412866448711702,1
1,1,2,1,-10.0,2,2,0.2517286110793015,0.7482713889206031,1
0,1,-1,2,,2,3,0.24320975516271207,0.7567902448372321,1
0,-1,-1,0,,2,-1,0.18621797194778364,0.8137820280522001,1
0,-1,-1,0,,2,-1,0.1354530871668374,0.8645469128331601,1
0,-1,1,0,0.0,2,-1,0.08925574501997054,0.9107442549801431,0
0,-1,-1,1,,2,0,0.07974997788253012,0.9202500221174243,1
0,-1,-1,0,,2,-1,0.06981347924408782,0.9301865207559566,1
0,-1,-1,0,,2,-1,0.059121453988440605,0.9408785460115435,1
0,-1,1,0,1.0,2,-1,0.0473244110413279,0.9526755889586174,0
0,-1,-1,1,,2,0,0.054471587940906147,0.9455284120591877,1
0,-1,1,0,0.0,2,-1,0.060096511818742746,0.9399034881812068,0
0,-1,-1,1,,2,0,0.093001787540579,0.9069982124594688,1
1,-1,1,0,3.0,2,-1,0.12784214866496063,0.8721578513349826,1
0,1,-1,1,,2,2,0.12614823034255127,0.8738517696574856,1
0,-1,1,0,0.0,2,-1,0.08675568502018138,0.9132443149798096,0
0,-1,-1,1,,2,0,0.08084402534878042,0.9191559746512996,1
0,-1,-1,0,,2,-1,0.0744066767701527,0.9255933232299124,1
0,-1,1,0,-1.0,2,-1,0.06723322116270457,0.9327667788372374,0
0,-1,-1,1,,2,0,0.08380085428493232,0.9161991457150823,1
0,-1,-1,0,,2,-1,0.100475325684214,0.8995246743158107,1
0,-1,-1,0,,2,-1,0.11780167512464976,0.8821983248752928,1
0,-1,-1,0,,2,-1,0.13634625035946932,0.8636537496404347,1
0,-1,1,0,-1.0,2,-1,0.15671521938456132,0.8432847806155275,0
0,-1,1,1,0.0,2,0,0.23472308925727361,0.7652769107427051,0
1,-1,1,1,-2.0,2,0,0.45766473966945403,0.5423352603304329,1
1,1,1,1,-2.0,2,2,0.5518461852101868,0.4481538147899132,1
1,1,2,1,-10.0,2,2,0.6634062594706989,0.33659374052933705,1
0,1,-1,2,,2,3,0.7804505029805507,0.2195494970193754,1
0,-1,-1,0,,2,-1,0.8282054658963605,0.17179453410362214,1
1,-1,1,0,-2.0,2,-1,0.8896376548317727,0.11036234516824825,1
1,1,1,1,2.0,2,2,0.913054045246845,0.08694595475318431,1
0,1,-1,1,,2,2,0.9473542562295946,0.05264574377047825,1
1,-1,1,0,-2.0,2,-1,0.9601699094888313,0.03983009051116229,1
1,1,1,1,-2.0,2,2,0.9603100924036634,0.03968990759626257,1
1,1,2,1,10.0,2,2,0.9689374945646809,0.03106250543523935,1
0,1,-1,2,,2,3,0.9836627941527812,0.01633720584717412,1
1,-1,1,0,2.0,2,-1,0.9901824487057549,0.009817551294134879,1
0,1,-1,1,,2,2,0.9929778690013806,0.007022130998511362,1
1,-1,1,0,3.0,2,-1,0.9939705412993217,0.0060294587007376395,1
0,1,-1,1,,2,2,0.993842798121124,0.006157201878785497,1
1,-1,2,0,10.0,2,-1,0.9925068327208381,0.007493167279204611,1
0,1,-1,2,,2,3,0.9930065944340815,0.0069934055659473275,1
1,-1,1,0,2.0,2,-1,0.9918531201261767,0.008146879873780872,1
1,1,1,1,1.0,2,2,0.9882535469004489,0.01174645309947226,1
0,1,1,1,-2.0,2,2,0.9920322922554572,0.007967707744560118,0
1,-1,1,1,3.0,2,0,0.9884585177753428,0.011541482224631928,1
1,1,2,1,-10.0,2,2,0.9800667491810694,0.01993325081889107,1
1,1,1,2,2.0,2,3,0.9777293881370476,0.02227061186302752,1
0,1,-1,1,,2,2,0.9832827226538192,0.016717277346122276,1
1,-1,1,0,-1.0,2,-1,0.9829213891074772,0.017078610892538093,1
1,1,1,1,-1.0,2,2,0.9763970178890724,0.02360298211082596,1
0,1,-1,1,,2,2,0.9778309136960409,0.02216908630390988,1
0,-1,-1,0,,2,-1,0.9716437532929891,0.02835624670701301,1
0,-1,-1,0,,2,-1,0.9735713480417877,0.0264286519581937,1
1,-1,1,0,1.0,2,-1,0.9836767053844439,0.01632329461558247,1
0,1,1,1,-2.0,2,2,0.9870624972714217,0.012937502728684049,0
0,-1,-1,1,,2,0,0.9793103223393881,0.0206896776605572,1
1,-1,1,0,1.0,2,-1,0.9794408713461733,0.020559128653852878,1
1,1,2,1,10.0,2,2,0.9722870090148588,0.027712990985037992,1
0,1,-1,2,,2,3,0.9711594465802638,0.02884055341963193,1
0,-1,-1,0,,2,-1,0.9599499100107743,0.04005008998911288,1
0,-1,-1,0,,2,-1,0.9573301270512042,0.04266987294870769,1
0,-1,-1,0,,2,-1,0.96321446464899,0.036785535351046166,1
1,-1,1,0,1.0,2,-1,0.9777952646119421,0.022204735388087215,1
0,1,-1,1,,2,2,0.9828858092374739,0.017114190762606667,1
1,-1,1,0,-3.0,2,-1,0.9819851829267137,0.018014817073266083,1
1,1,1,1,1.0,2,2,0.9744743227491107,0.025525677250822828,1
0,1,-1,1,,2,2,0.9750143274699228,0.02498567253015374,1
1,-1,2,0,10.0,2,-1,0.9669474996443991,0.033052500355578586,1
1,1,1,2,-3.0,2,3,0.9552827633098339,0.044717236690102746,1
0,1,-1,1,,2,2,0.9523289190478318,0.04767108095207273,1
0,-1,1,0,2.0,2,-1,0.934098344879835,0.06590165512022687,0
1,-1,1,1,-1.0,2,0,0.9491555060747983,0.05084449392515826,1
1,1,2,1,-10.0,2,2,0.9491332625526503,0.05086673744743226,1
1,1,1,2,3.0,2,3,0.95503078316277,0.04496921683732122,1
0,1,-1,1,,2,2,0.9698039938999742,0.030196006099976958,1
0,-1,-1,0,,2,-1,0.9733492921655406,0.02665070783453172,1
1,-1,1,0,-1.0,2,-1,0.9851671941739837,0.014832805826005518,1
0,1,-1,1,,2,2,0.99015752532787,0.00984247467206404,1
1,-1,1,0,-1.0,2,-1,0.9917504863588029,0.008249513641179908,1
0,1,-1,1,,2,2,0.9910410298709381,0.00895897012903099,1
1,-1,-1,0,,2,-1,0.9875414972123351,0.012458502787623702,0
1,1,2,0,-10.0,2,1,0.969333245179561,0.030666754820506084,1
1,1,1,2,0.0,2,3,0.9572822091460643,0.04271779085403447,1
0,1,1,1,0.0,2,2,0.9539176707074971,0.04608232929241576,0
0,-1,-1,1,,2,0,0.9178231188483705,0.08217688115167276,1
0,-1,-1,0,,2,-1,0.8927628088714229,0.10723719112854228,1
0,-1,-1,0,,2,-1,0.8779175924447159,0.12208240755531115,1
0,-1,1,0,1.0,2,-1,0.8728022228057323,0.12719777719427752,0
1,-1,1,1,3.0,2,0,0.9133131075314465,0.08668689246863392,1
0,1,-1,1,,2,2,0.9264227118352472,0.07357728816486245,1
0,-1,-1,0,,2,-1,0.9211421760373044,0.07885782396260366,1
1,-1,2,0,-10.0,2,-1,0.9249917939314533,0.07500820606863788,1
1,1,1,2,0.0,2,3,0.9218779042815138,0.0781220957184772,1
1,1,1,1,-1.0,2,2,0.9278886294990527,0.07211137050094568,1
0,1,-1,1,,2,2,0.9432204426340212,0.05677955736591438,1
0,-1,-1,0,,2,-1,0.9424491711480723,0.05755082885189582,1
0,-1,-1,0,,2,-1,0.950519621905576,0.04948037809434708,1
1,-1,2,0,10.0,2,-1,0.967695594368312,0.032304405631701845,1
0,1,-1,2,,2,3,0.9802688236931497,0.019731176306796733,1
1,-1,1,0,3.0,2,-1,0.9845391254226847,0.015460874577333769,1
0,1,-1,1,,2,2,0.9834417741235374,0.016558225876459866,1
1,-1,1,0,3.0,2,-1,0.97622248413565,0.023777515864369814,1
